0,2,4,6,8
1197,1158,1118,1083,1049
1197,1158,1118,1083,1119
1198,1237,1276,1314,1350
1199,1238,1239,1200,1160
1200,1160,1120,1084,1050
1201,1240,1277,1315,1351
1202,1241,1278,1316,1352
1203,1163,1123,1087,1053
1204,1164,1124,1088,1054
1205,1165,1125,1090,1126
1205,1165,1125,1090,1127
1205,1165,1125,1090,1056
1206,1166,1126,1090,1127
1206,1166,1126,1090,1056
1207,1246,1283,1319,1355
1208,1168,1128,1091,1057
1209,1248,1285,1321,1357
1209,1248,1285,1321,1334
1210,1249,1212,1172,1132
1211,1250,1286,1322,1358
1212,1172,1132,1095,1061
1213,1251,1287,1323,1286
1214,1252,1279,1242,1203
1214,1174,1134,1097,1063
1216,1175,1135,1098,1064
1217,1256,1291,1327,1361
1218,1258,1293,1329,1363
1219,1179,1140,1103,1068
1220,1260,1295,1261,1222
1221,1181,1142,1105,1070
1222,1262,1296,1331,1365
1223,1183,1144,1107,1072
1224,1184,1145,1108,1146
1224,1184,1145,1108,1073
1225,1265,1300,1335,1368
1226,1186,1147,1109,1074
1227,1187,1148,1111,1076
1228,1221,1181,1142,1105
1229,1268,1305,1340,1374
1230,1269,1306,1341,1354
1231,1191,1152,1114,1151
1231,1191,1152,1114,1153
1232,1271,1309,1343,1376
1233,1272,1310,1346,1378
1233,1272,1310,1345,1377
1234,1194,1155,1115,1154
1235,1195,1156,1116,1081
1236,1197,1158,1198,1237
1236,1197,1158,1118,1083
1237,1276,1314,1350,1382
1238,1239,1200,1160,1120
1239,1200,1160,1120,1084
1240,1277,1315,1351,1383
1241,1278,1316,1352,1384
1242,1203,1163,1123,1087
1243,1204,1164,1124,1088
1244,1205,1165,1125,1090
1245,1206,1166,1126,1090
1246,1283,1319,1355,1387
1247,1208,1168,1128,1091
1248,1285,1321,1334,1299
1249,1212,1172,1132,1095
1250,1286,1322,1358,1390
1251,1287,1323,1286,1322
1252,1279,1242,1203,1163
1253,1214,1252,1279,1242
1253,1214,1174,1134,1097
1255,1216,1175,1135,1098
1256,1291,1327,1361,1394
1256,1291,1327,1361,1393
1257,1218,1258,1293,1329
1258,1293,1329,1363,1397
1259,1219,1179,1140,1103
1260,1295,1261,1222,1262
1261,1222,1262,1296,1331
1262,1296,1331,1365,1399
1263,1223,1183,1144,1107
1264,1224,1184,1145,1108
1265,1300,1335,1368,1402
1266,1226,1186,1147,1109
1267,1304,1339,1372,1406
1267,1227,1187,1148,1111
1268,1305,1340,1374,1344
1269,1306,1341,1354,1318
1270,1231,1191,1152,1114
1271,1309,1343,1376,1410
1271,1309,1343,1376,1411
1271,1309,1343,1376,1409
1272,1310,1346,1378,1413
1272,1310,1345,1377,1412
1273,1234,1194,1155,1115
1274,1235,1195,1156,1116
1275,1236,1197,1158,1196
1275,1236,1197,1158,1198
1275,1236,1197,1158,1118
1276,1314,1350,1382,1417
1277,1315,1351,1383,1418
1278,1316,1352,1384,1419
1279,1242,1203,1163,1123
1280,1243,1204,1164,1124
1281,1244,1205,1165,1125
1282,1245,1206,1166,1126
1283,1319,1355,1387,1422
1284,1247,1208,1168,1128
1285,1321,1334,1299,1264
1286,1322,1358,1390,1425
1287,1323,1286,1322,1358
1288,1253,1214,1252,1279
1288,1253,1214,1174,1134
1290,1255,1216,1175,1135
1291,1327,1361,1394,1429
1291,1327,1361,1393,1428
1292,1257,1218,1258,1293
1293,1329,1363,1397,1432
1294,1259,1219,1179,1140
1295,1261,1222,1262,1296
1296,1331,1365,1399,1434
1297,1263,1223,1183,1144
1298,1264,1224,1184,1145
1299,1264,1224,1184,1145
1300,1335,1368,1402,1437
1301,1266,1226,1186,1147
1302,1267,1304,1339,1373
1302,1267,1304,1339,1372
1302,1267,1227,1187,1148
1303,1338,1371,1405,1440
1304,1339,1372,1406,1441
1305,1340,1374,1344,1310
1306,1341,1354,1318,1282
1307,1280,1243,1204,1164
1308,1270,1231,1191,1152
1309,1343,1376,1410,1445
1309,1343,1376,1411,1446
1310,1346,1378,1413,1448
1310,1345,1377,1412,1447
1311,1273,1234,1194,1155
1312,1274,1235,1195,1156
1313,1275,1236,1197,1158
1315,1351,1383,1418,1452
1316,1352,1384,1419,1453
1317,1281,1244,1205,1165
1318,1282,1245,1206,1166
1319,1355,1387,1422,1457
1320,1284,1247,1208,1168
1321,1334,1299,1264,1224
1322,1358,1390,1425,1460
1323,1286,1322,1358,1390
1324,1288,1253,1214,1252
1324,1288,1253,1214,1174
1326,1290,1255,1216,1175
1327,1361,1394,1429,1464
1327,1361,1393,1428,1463
1328,1292,1257,1218,1258
1329,1363,1397,1432,1465
1330,1294,1259,1219,1179
1331,1365,1399,1434,1467
1332,1297,1263,1223,1183
1333,1298,1264,1224,1184
1334,1299,1264,1224,1184
1335,1368,1402,1437,1471
1336,1301,1266,1226,1186
1337,1302,1267,1304,1339
1337,1302,1267,1227,1187
1338,1371,1405,1440,1474
1339,1372,1406,1441,1475
1340,1374,1344,1310,1346
1340,1374,1344,1310,1345
1341,1354,1318,1282,1245
1342,1308,1270,1231,1191
1343,1376,1410,1445,1479
1343,1376,1411,1446,1480
1344,1310,1346,1378,1413
1344,1310,1345,1377,1412
1345,1377,1412,1447,1483
1346,1378,1413,1448,1484
1347,1311,1273,1234,1194
1348,1312,1274,1235,1195
1349,1313,1275,1236,1197
1351,1383,1418,1452,1491
1352,1384,1419,1453,1426
1353,1317,1281,1244,1205
1354,1318,1282,1245,1206
1355,1387,1422,1457,1495
1356,1320,1284,1247,1208
1357,1321,1334,1299,1264
1358,1390,1425,1460,1427
1358,1390,1425,1460,1498
1359,1324,1288,1253,1214
1360,1326,1290,1255,1216
1361,1394,1429,1464,1503
1361,1393,1428,1463,1502
1362,1328,1292,1257,1218
1363,1397,1432,1465,1504
1363,1397,1432,1465,1505
1364,1330,1294,1259,1219
1365,1399,1434,1467,1473
1366,1332,1297,1263,1223
1367,1333,1298,1264,1224
1368,1402,1437,1471,1511
1369,1336,1301,1266,1226
1370,1337,1302,1267,1304
1370,1337,1302,1267,1227
1371,1405,1440,1474,1513
1372,1406,1441,1475,1514
1373,1339,1372,1406,1441
1374,1344,1310,1346,1378
1374,1344,1310,1345,1377
1375,1342,1308,1270,1231
1376,1410,1445,1479,1518
1376,1411,1446,1480,1519
1377,1412,1447,1483,1522
1378,1413,1448,1484,1523
1379,1347,1311,1273,1234
1380,1348,1312,1274,1235
1381,1349,1313,1275,1236
1383,1418,1452,1491,1530
1384,1419,1453,1426,1462
1385,1353,1317,1281,1244
1386,1421,1456,1494,1533
1387,1422,1457,1495,1491
1388,1356,1320,1284,1247
1389,1357,1321,1334,1299
1389,1424,1459,1497,1535
1390,1425,1460,1427,1392
1390,1425,1460,1498,1536
1391,1359,1324,1288,1253
1392,1360,1326,1290,1255
1394,1429,1464,1503,1540
1395,1430,1431,1396,1362
1396,1362,1328,1292,1257
1397,1432,1465,1505,1542
1398,1364,1330,1294,1259
1399,1434,1467,1473,1439
1400,1366,1332,1297,1263
1401,1367,1333,1298,1264
1402,1437,1471,1511,1546
1403,1369,1336,1301,1266
1404,1370,1337,1302,1267
1405,1440,1474,1513,1548
1406,1441,1475,1514,1549
1407,1373,1339,1372,1406
1408,1375,1342,1308,1270
1409,1376,1410,1445,1479
1409,1376,1411,1446,1480
1410,1445,1479,1518,1553
1411,1446,1480,1519,1554
1412,1447,1483,1522,1556
1413,1448,1484,1523,1557
1414,1379,1347,1311,1273
1415,1380,1348,1312,1274
1416,1381,1349,1313,1275
1418,1452,1491,1530,1564
1419,1453,1426,1462,1501
1420,1385,1353,1317,1281
1421,1456,1494,1533,1567
1422,1457,1495,1491,1530
1423,1388,1356,1320,1284
1424,1459,1497,1535,1569
1425,1460,1427,1392,1360
1425,1460,1498,1536,1570
1426,1462,1501,1539,1575
1427,1392,1360,1326,1290
1429,1464,1503,1540,1576
1430,1431,1396,1362,1328
1431,1396,1362,1328,1292
1432,1465,1505,1542,1578
1433,1398,1364,1330,1294
1434,1467,1473,1439,1404
1435,1469,1509,1544,1581
1435,1400,1366,1332,1297
1436,1401,1367,1333,1298
1437,1471,1511,1546,1584
1438,1403,1369,1336,1301
1439,1404,1370,1337,1302
1440,1474,1513,1548,1586
1441,1475,1514,1549,1587
1442,1407,1373,1339,1372
1443,1408,1375,1342,1308
1444,1409,1376,1410,1445
1444,1409,1376,1411,1446
1445,1479,1518,1553,1591
1446,1480,1519,1554,1592
1447,1483,1522,1556,1594
1448,1484,1523,1557,1595
1449,1414,1379,1347,1311
1450,1415,1380,1348,1312
1451,1490,1529,1563,1601
1452,1491,1530,1564,1602
1453,1426,1462,1501,1539
1454,1492,1531,1565,1603
1455,1420,1385,1353,1317
1456,1494,1533,1567,1605
1457,1495,1491,1530,1564
1458,1423,1388,1356,1320
1459,1497,1535,1569,1607
1460,1427,1392,1360,1326
1460,1498,1536,1570,1608
1461,1426,1462,1501,1539
1462,1501,1539,1575,1613
1464,1503,1540,1576,1614
1465,1505,1542,1578,1616
1466,1506,1508,1468,1435
1467,1473,1439,1404,1370
1468,1435,1469,1509,1544
1468,1435,1400,1366,1332
1469,1509,1544,1581,1619
1470,1436,1401,1367,1333
1471,1511,1546,1584,1622
1472,1438,1403,1369,1336
1473,1439,1404,1370,1337
1474,1513,1548,1586,1624
1475,1514,1549,1587,1626
1475,1514,1549,1587,1625
1476,1442,1407,1373,1339
1477,1443,1408,1375,1342
1478,1444,1409,1376,1410
1478,1444,1409,1376,1411
1479,1518,1553,1591,1629
1480,1519,1554,1592,1630
1481,1447,1483,1522,1556
1482,1521,1551,1516,1477
1483,1522,1556,1594,1632
1484,1523,1557,1595,1633
1485,1449,1414,1379,1347
1486,1450,1415,1380,1348
1487,1450,1415,1380,1348
1488,1527,1561,1599,1637
1489,1451,1490,1529,1563
1490,1529,1563,1601,1639
1491,1530,1564,1602,1640
1492,1531,1565,1603,1641
1493,1455,1420,1385,1353
1494,1533,1567,1605,1590
1495,1491,1530,1564,1602
1496,1458,1423,1388,1356
1497,1535,1569,1607,1644
1498,1536,1570,1608,1645
1499,1460,1427,1392,1360
1499,1460,1498,1536,1570
1500,1461,1426,1462,1501
1501,1539,1575,1613,1650
1503,1540,1576,1614,1651
1504,1465,1505,1542,1578
1505,1542,1578,1616,1653
1506,1508,1468,1435,1469
1506,1508,1468,1435,1400
1507,1466,1506,1508,1468
1508,1468,1435,1469,1509
1508,1468,1435,1400,1366
1509,1544,1581,1619,1656
1510,1470,1436,1401,1367
1511,1546,1584,1622,1659
1512,1472,1438,1403,1369
1513,1548,1586,1624,1661
1514,1549,1587,1626,1663
1514,1549,1587,1625,1662
1515,1476,1442,1407,1373
1516,1477,1443,1408,1375
1517,1478,1444,1409,1376
1518,1553,1591,1629,1666
1519,1554,1592,1630,1667
1520,1481,1447,1483,1522
1521,1551,1516,1477,1443
1522,1556,1594,1632,1670
1524,1485,1449,1414,1379
1525,1486,1450,1415,1380
1526,1487,1450,1415,1380
1527,1561,1599,1637,1677
1528,1489,1451,1490,1529
1529,1563,1601,1639,1679
1530,1564,1602,1640,1680
1531,1565,1603,1641,1681
1532,1493,1455,1420,1385
1533,1567,1605,1590,1552
1534,1496,1458,1423,1388
1535,1569,1607,1644,1684
1536,1570,1608,1645,1685
1537,1499,1460,1427,1392
1537,1499,1460,1498,1536
1538,1500,1461,1426,1462
1538,1500,1461,1426,1453
1539,1575,1613,1650,1690
1540,1576,1614,1651,1693
1541,1504,1465,1505,1542
1542,1578,1616,1653,1691
1543,1507,1466,1506,1508
1544,1581,1619,1656,1697
1545,1510,1470,1436,1401
1546,1584,1622,1659,1700
1547,1512,1472,1438,1403
1548,1586,1624,1661,1702
1549,1587,1626,1663,1704
1549,1587,1625,1662,1703
1550,1515,1476,1442,1407
1551,1516,1477,1443,1408
1552,1517,1478,1444,1409
1553,1591,1629,1666,1707
1554,1592,1630,1667,1708
1555,1520,1481,1447,1483
1556,1594,1632,1670,1712
1558,1524,1485,1449,1414
1559,1525,1486,1450,1415
1560,1526,1487,1450,1415
1561,1599,1637,1677,1719
1561,1599,1637,1677,1720
1562,1528,1489,1451,1490
1562,1528,1489,1451,1417
1563,1601,1639,1679,1721
1564,1602,1640,1680,1722
1565,1603,1641,1681,1723
1566,1532,1493,1455,1420
1567,1605,1590,1552,1517
1568,1534,1496,1458,1423
1569,1607,1644,1684,1728
1570,1608,1645,1685,1729
1571,1609,1646,1686,1730
1572,1537,1499,1460,1427
1572,1537,1499,1460,1498
1573,1537,1499,1460,1427
1573,1537,1499,1460,1498
1574,1538,1500,1461,1426
1575,1613,1650,1690,1734
1576,1614,1651,1693,1736
1577,1541,1504,1465,1505
1578,1616,1653,1691,1651
1579,1543,1507,1466,1506
1580,1543,1507,1466,1506
1581,1619,1656,1697,1740
1582,1545,1510,1470,1436
1583,1545,1510,1470,1436
1584,1622,1659,1700,1743
1585,1547,1512,1472,1438
1586,1624,1661,1702,1745
1587,1626,1663,1704,1746
1587,1625,1662,1703,1678
1588,1550,1515,1476,1442
1589,1550,1515,1476,1442
1590,1552,1517,1478,1444
1591,1629,1666,1707,1750
1591,1629,1666,1707,1749
1592,1630,1667,1708,1752
1593,1555,1520,1481,1447
1594,1632,1670,1712,1755
1596,1558,1524,1485,1449
1597,1559,1525,1486,1450
1598,1560,1526,1487,1450
1599,1637,1677,1719,1761
1599,1637,1677,1720,1762
1600,1562,1528,1489,1451
1601,1639,1679,1721,1759
1602,1640,1680,1722,1763
1603,1641,1681,1723,1764
1604,1566,1532,1493,1455
1605,1590,1552,1517,1478
1606,1568,1534,1496,1458
1607,1644,1684,1728,1769
1608,1645,1685,1729,1770
1609,1646,1686,1730,1771
1610,1572,1537,1499,1460
1611,1573,1537,1499,1460
1612,1574,1538,1500,1461
1613,1650,1690,1734,1775
1614,1651,1693,1736,1777
1615,1577,1541,1504,1465
1616,1653,1691,1651,1693
1616,1653,1691,1651,1614
1617,1579,1543,1507,1466
1618,1580,1543,1507,1466
1619,1656,1697,1740,1781
1620,1582,1545,1510,1470
1621,1583,1545,1510,1470
1622,1659,1700,1743,1784
1623,1585,1547,1512,1472
1624,1661,1702,1745,1786
1625,1662,1703,1678,1638
1626,1663,1704,1746,1787
1627,1588,1550,1515,1476
1628,1589,1550,1515,1476
1629,1666,1707,1750,1791
1629,1666,1707,1749,1790
1630,1667,1708,1752,1793
1631,1593,1555,1520,1481
1632,1670,1712,1755,1796
1634,1596,1558,1524,1485
1635,1597,1559,1525,1486
1636,1598,1560,1526,1487
1637,1677,1719,1761,1802
1637,1677,1720,1762,1803
1638,1600,1562,1528,1489
1639,1679,1721,1759,1800
1640,1680,1722,1763,1804
1641,1681,1723,1764,1805
1642,1604,1566,1532,1493
1643,1606,1568,1534,1496
1644,1684,1728,1769,1810
1645,1685,1729,1770,1811
1646,1686,1730,1771,1812
1647,1610,1572,1537,1499
1647,1610,1572,1537,1573
1648,1611,1573,1537,1499
1649,1612,1574,1538,1500
1650,1690,1734,1775,1816
1651,1693,1736,1777,1818
1652,1615,1577,1541,1504
1653,1691,1651,1693,1736
1654,1617,1579,1543,1507
1655,1618,1580,1543,1507
1656,1697,1740,1781,1822
1657,1620,1582,1545,1510
1657,1620,1582,1545,1583
1658,1621,1583,1545,1510
1659,1700,1743,1784,1825
1660,1623,1585,1547,1512
1661,1702,1745,1786,1829
1661,1702,1745,1786,1828
1662,1703,1678,1638,1600
1663,1704,1746,1787,1830
1664,1627,1588,1550,1589
1664,1627,1588,1550,1515
1665,1628,1589,1550,1515
1666,1707,1750,1791,1834
1666,1707,1749,1790,1833
1667,1708,1752,1793,1836
1668,1630,1667,1708,1752
1669,1631,1593,1555,1520
1670,1712,1755,1796,1839
1671,1713,1710,1669,1631
1673,1634,1596,1558,1524
1674,1673,1634,1596,1558
1675,1635,1597,1559,1525
1676,1636,1598,1560,1526
1677,1719,1761,1802,1845
1677,1720,1762,1803,1846
1678,1638,1600,1562,1528
1679,1721,1759,1800,1843
1680,1722,1763,1804,1847
1681,1723,1764,1805,1848
1682,1642,1604,1566,1532
1683,1643,1606,1568,1534
1684,1728,1769,1810,1853
1685,1729,1770,1811,1854
1686,1730,1771,1812,1855
1687,1647,1610,1572,1537
1688,1648,1611,1573,1537
1689,1649,1612,1574,1538
1690,1734,1775,1816,1859
1691,1651,1693,1736,1777
1692,1735,1776,1817,1860
1694,1652,1615,1577,1541
1695,1654,1617,1579,1543
1696,1655,1618,1580,1543
1697,1740,1781,1822,1863
1698,1657,1620,1582,1545
1699,1658,1621,1583,1545
1700,1743,1784,1825,1866
1701,1660,1623,1585,1547
1702,1745,1786,1828,1868
1703,1678,1638,1600,1562
1704,1746,1787,1830,1832
1704,1746,1787,1830,1871
1705,1664,1627,1588,1550
1706,1665,1628,1589,1550
1707,1750,1791,1834,1875
1707,1749,1790,1833,1874
1708,1752,1793,1836,1877
1709,1668,1630,1667,1708
1710,1669,1631,1593,1555
1711,1754,1795,1838,1879
1713,1710,1669,1631,1593
1715,1757,1798,1841,1882
1716,1675,1635,1597,1559
1717,1676,1636,1598,1560
1718,1677,1719,1761,1802
1718,1677,1720,1762,1803
1719,1761,1802,1845,1888
1720,1762,1803,1846,1889
1721,1759,1800,1843,1886
1722,1763,1804,1847,1890
1723,1764,1805,1848,1891
1724,1682,1642,1604,1566
1725,1682,1642,1604,1566
1726,1767,1808,1851,1894
1727,1683,1643,1606,1568
1728,1769,1810,1853,1896
1729,1770,1811,1854,1897
1730,1771,1812,1855,1898
1732,1688,1648,1611,1573
1733,1689,1649,1612,1574
1734,1775,1816,1859,1902
1735,1776,1817,1860,1903
1737,1694,1652,1615,1577
1738,1695,1654,1617,1579
1739,1696,1655,1618,1580
1740,1781,1822,1863,1907
1741,1698,1657,1620,1582
1742,1699,1658,1621,1583
1743,1784,1825,1866,1910
1744,1701,1660,1623,1585
1745,1786,1828,1868,1912
1746,1787,1830,1832,1789
1746,1787,1830,1871,1915
1747,1705,1664,1627,1588
1748,1706,1665,1628,1589
1749,1790,1833,1874,1918
1750,1791,1834,1875,1919
1751,1707,1750,1791,1834
1751,1707,1749,1790,1833
1752,1793,1836,1877,1880
1753,1709,1668,1630,1667
1754,1795,1838,1879,1922
1757,1798,1841,1882,1926
1758,1716,1675,1635,1597
1759,1800,1843,1886,1929
1760,1718,1677,1719,1761
1760,1718,1677,1720,1762
1761,1802,1845,1888,1931
1762,1803,1846,1889,1932
1763,1804,1847,1890,1933
1764,1805,1848,1891,1847
1765,1724,1682,1642,1604
1766,1725,1682,1642,1604
1767,1808,1851,1894,1936
1768,1727,1683,1643,1606
1769,1810,1853,1896,1938
1770,1811,1854,1897,1939
1771,1812,1855,1898,1940
1773,1732,1688,1648,1611
1774,1733,1689,1649,1612
1775,1816,1859,1902,1944
1776,1817,1860,1903,1945
1778,1737,1694,1652,1615
1779,1738,1695,1654,1617
1780,1739,1696,1655,1618
1781,1822,1863,1907,1949
1782,1741,1698,1657,1620
1783,1742,1699,1658,1621
1784,1825,1866,1910,1952
1785,1744,1701,1660,1623
1786,1828,1868,1912,1954
1787,1830,1832,1789,1748
1787,1830,1871,1915,1957
1788,1747,1705,1664,1627
1789,1748,1706,1665,1628
1790,1833,1874,1918,1959
1790,1833,1874,1918,1960
1791,1834,1875,1919,1962
1792,1751,1707,1750,1791
1792,1751,1707,1749,1790
1793,1836,1877,1880,1924
1794,1753,1709,1668,1630
1795,1838,1879,1922,1965
1798,1841,1882,1926,1884
1799,1758,1716,1675,1635
1800,1843,1886,1929,1971
1801,1760,1718,1677,1719
1801,1760,1718,1677,1720
1801,1760,1718,1677,1637
1802,1845,1888,1931,1973
1803,1846,1889,1932,1914
1804,1847,1890,1933,1974
1805,1848,1891,1847,1890
1806,1765,1724,1682,1642
1807,1766,1725,1682,1724
1807,1766,1725,1682,1642
1808,1851,1894,1936,1979
1809,1768,1727,1683,1643
1810,1853,1896,1938,1981
1811,1854,1897,1939,1982
1812,1855,1898,1940,1983
1814,1773,1732,1688,1648
1815,1774,1733,1689,1649
1816,1859,1902,1944,1987
1817,1860,1903,1945,1988
1819,1778,1737,1694,1652
1820,1779,1738,1695,1654
1821,1780,1739,1696,1655
1822,1863,1907,1949,1992
1823,1782,1741,1698,1657
1824,1783,1742,1699,1658
1825,1866,1910,1952,1995
1826,1785,1744,1701,1660
1827,1786,1828,1868,1912
1828,1868,1912,1954,1997
1829,1786,1828,1868,1912
1830,1832,1789,1748,1706
1830,1871,1915,1957,1999
1831,1827,1786,1828,1868
1832,1789,1748,1706,1665
1833,1874,1918,1959,2001
1833,1874,1918,1960,2002
1834,1875,1919,1962,1934
1835,1792,1751,1707,1750
1835,1792,1751,1707,1749
1836,1877,1880,1924,1967
1837,1794,1753,1709,1668
1838,1879,1922,1965,2006
1840,1797,1756,1714,1672
1841,1882,1926,1884,1842
1842,1799,1758,1716,1675
1842,1885,1928,1970,2011
1843,1886,1929,1971,2012
1844,1801,1760,1718,1677
1845,1888,1931,1973,2014
1846,1889,1932,1914,1870
1847,1890,1933,1974,2015
1848,1891,1847,1890,1933
1849,1806,1765,1724,1682
1850,1807,1766,1725,1682
1851,1894,1936,1979,2020
1852,1809,1768,1727,1683
1853,1896,1938,1981,2022
1854,1897,1939,1982,2023
1855,1898,1940,1983,2024
1857,1814,1773,1732,1688
1858,1815,1774,1733,1689
1859,1902,1944,1987,2028
1860,1903,1945,1988,2029
1861,1820,1779,1738,1695
1861,1905,1947,1990,2031
1862,1821,1780,1739,1696
1863,1907,1949,1992,2033
1864,1823,1782,1741,1698
1865,1824,1783,1742,1699
1866,1910,1952,1995,2035
1867,1826,1785,1744,1701
1868,1912,1954,1997,2037
1869,1829,1786,1828,1868
1870,1830,1832,1789,1748
1870,1830,1871,1915,1957
1871,1915,1957,1999,2039
1872,1831,1827,1786,1829
1872,1831,1827,1786,1745
1872,1831,1827,1786,1828
1873,1831,1827,1786,1829
1873,1831,1827,1786,1745
1873,1831,1827,1786,1828
1874,1918,1959,2001,2041
1874,1918,1960,2002,2042
1875,1919,1962,1934,1892
1876,1835,1792,1751,1707
1877,1880,1924,1967,2008
1878,1837,1794,1753,1709
1879,1922,1965,2006,2046
1880,1924,1967,2008,2048
1881,1840,1797,1756,1714
1882,1926,1884,1842,1799
1882,1926,1884,1842,1885
1883,1842,1799,1758,1716
1883,1842,1885,1928,1970
1884,1842,1799,1758,1716
1884,1842,1885,1928,1970
1885,1928,1970,2011,2050
1886,1929,1971,2012,2051
1887,1844,1801,1760,1718
1888,1931,1973,2014,2053
1889,1932,1914,1870,1830
1890,1933,1974,2015,2054
1891,1847,1890,1933,1974
1892,1849,1806,1765,1724
1893,1850,1807,1766,1725
1894,1936,1979,2020,2059
1895,1852,1809,1768,1727
1896,1938,1981,2022,2061
1897,1939,1982,2023,2062
1898,1940,1983,2024,1993
1900,1857,1814,1773,1732
1901,1858,1815,1774,1733
1902,1944,1987,2028,2066
1903,1945,1988,2029,1994
1904,1861,1820,1779,1738
1904,1861,1905,1947,1990
1905,1947,1990,2031,2068
1906,1862,1821,1780,1739
1907,1949,1992,2033,2070
1908,1864,1823,1782,1741
1909,1865,1824,1783,1742
1910,1952,1995,2035,2072
1911,1867,1826,1785,1744
1912,1954,1997,2037,2074
1913,1955,1917,1873,1831
1913,1869,1829,1786,1745
1913,1869,1829,1786,1828
1914,1870,1830,1832,1789
1914,1870,1830,1871,1915
1915,1957,1999,2039,2076
1916,1872,1831,1827,1786
1917,1873,1831,1827,1786
1918,1959,2001,2041,2078
1918,1960,2002,2042,2079
1919,1962,1934,1892,1849
1920,1876,1835,1792,1751
1921,1878,1837,1794,1753
1922,1965,2006,2046,2082
1922,1965,2006,2046,2009
1923,1966,2007,2047,2084
1924,1967,2008,2048,2085
1925,1881,1840,1797,1756
1926,1884,1842,1799,1758
1926,1884,1842,1885,1928
1927,1883,1842,1799,1758
1927,1883,1842,1885,1928
1928,1970,2011,2050,2088
1929,1971,2012,2051,2089
1930,1887,1844,1801,1760
1931,1973,2014,2053,2091
1932,1914,1870,1830,1787
1932,1914,1870,1830,1832
1932,1914,1870,1830,1871
1933,1974,2015,2054,2092
1934,1892,1849,1806,1765
1935,1893,1850,1807,1766
1936,1979,2020,2059,2097
1937,1895,1852,1809,1768
1938,1981,2022,2061,2099
1939,1982,2023,2062,2101
1939,1982,2023,2062,2100
1940,1983,2024,1993,1950
1942,1900,1857,1814,1773
1943,1901,1858,1815,1774
1944,1987,2028,2066,2104
1945,1988,2029,1994,2034
1946,1904,1861,1820,1779
1946,1904,1861,1905,1947
1947,1990,2031,2068,2106
1948,1906,1862,1821,1780
1949,1992,2033,2070,2109
1950,1908,1864,1823,1782
1951,1909,1865,1824,1783
1952,1995,2035,2072,2111
1953,1911,1867,1826,1785
1954,1997,2037,2074,2113
1955,1917,1873,1831,1827
1956,1913,1955,1917,1873
1956,1913,1869,1829,1786
1957,1999,2039,2076,2115
1958,1916,1872,1831,1873
1958,1916,1872,1831,1827
1959,2001,2041,2078,2117
1960,2002,2042,2079,2118
1961,1918,1959,2001,2041
1961,1918,1960,2002,2042
1962,1934,1892,1849,1806
1963,1920,1876,1835,1792
1964,1921,1878,1837,1794
1965,2006,2046,2082,2121
1965,2006,2046,2009,1968
1966,2007,2047,2084,2123
1967,2008,2048,2085,2124
1968,1925,1881,1840,1797
1969,1927,1883,1842,1799
1969,1927,1883,1842,1885
1970,2011,2050,2088,2127
1971,2012,2051,2089,2128
1971,2012,2051,2089,2130
1971,2012,2051,2089,2129
1972,1930,1887,1844,1801
1973,2014,2053,2091,2132
1974,2015,2054,2092,2135
1975,1935,1893,1850,1807
1976,1935,1893,1850,1807
1977,2018,2057,2095,2138
1978,2019,2058,2096,2139
1979,2020,2059,2097,2140
1980,1937,1895,1852,1809
1981,2022,2061,2099,2142
1982,2023,2062,2101,2144
1983,2024,1993,1950,1908
1984,1941,1899,1856,1813
1985,1942,1900,1857,1814
1986,1943,1901,1858,1815
1987,2028,2066,2104,2149
1988,2029,1994,2034,2071
1989,1946,1904,1861,1820
1989,1946,1904,1861,1905
1990,2031,2068,2106,2151
1991,1948,1906,1862,1821
1992,2033,2070,2109,2154
1993,1950,1908,1864,1823
1994,2034,2071,2110,2155
1995,2035,2072,2111,2156
1996,1953,1911,1867,1826
1997,2037,2074,2113,2158
1998,1956,1913,1955,1917
1998,1956,1913,1869,1829
1999,2039,2076,2115,2160
2000,1958,1916,1872,1831
2001,2041,2078,2117,2163
2002,2042,2079,2118,2164
2003,1961,1918,1959,2001
2003,1961,1918,1960,2002
2004,1963,1920,1876,1835
2005,1964,1921,1878,1837
2006,2046,2082,2121,2167
2006,2046,2009,1968,1925
2007,2047,2084,2123,2169
2008,2048,2085,2124,2170
2009,1968,1925,1881,1840
2010,1969,1927,1883,1842
2011,2050,2088,2127,2173
2012,2051,2089,2129,2175
2013,1972,1930,1887,1844
2014,2053,2091,2132,2177
2015,2054,2092,2135,2180
2016,1975,1935,1893,1850
2017,1976,1935,1893,1850
2018,2057,2095,2138,2183
2019,2058,2096,2139,2184
2020,2059,2097,2140,2179
2021,1980,1937,1895,1852
2022,2061,2099,2142,2186
2023,2062,2101,2144,2189
2024,1993,1950,1908,1864
2025,1984,1941,1899,1856
2026,1985,1942,1900,1857
2027,1986,1943,1901,1858
2028,2066,2104,2149,2193
2029,1994,2034,2071,2110
2030,1989,1946,1904,1861
2031,2068,2106,2151,2195
2032,1991,1948,1906,1862
2033,2070,2109,2154,2198
2034,2071,2110,2155,2199
2035,2072,2111,2156,2200
2036,1996,1953,1911,1867
2037,2074,2113,2158,2202
2038,1998,1956,1913,1955
2038,1998,1956,1913,1869
2039,2076,2115,2160,2162
2040,2000,1958,1916,1872
2041,2078,2117,2163,2205
2042,2079,2118,2164,2206
2043,2003,1961,1918,1959
